order_id,product_id,quantity,unit_price,unit_cost
O014109,P0018,1,175.78,119.94
O014110,P0285,1,70.26,40.73
O014110,P0178,1,75.74,37.46
O014111,P0292,1,118.52,53.56
O014112,P0038,1,198.38,131.74
O014112,P0056,4,107.99,74.46
O014112,P0034,1,261.22,210.27
O014112,P0007,1,158.05,102.87
O014112,P0268,1,72.11,38.96
O014113,P0035,1,211.51,155.56
O014113,P0216,1,67.19,27.72
O014113,P0133,1,55.42,23.12
O014113,P0043,1,108.33,77.51
O014113,P0173,1,54.88,26.23
O014113,P0149,1,37.39,20.06
O014114,P0222,1,44.44,18.04
O014114,P0077,1,306.05,180.96
O014114,P0180,4,77.74,31.93
O014115,P0166,1,18.72,9.8
O014115,P0142,1,51.38,21.25
O014116,P0204,4,79.38,38.97
O014116,P0200,1,82.72,35.11
O014116,P0006,2,4.65,3.95
O014117,P0160,2,44.83,19.95
O014118,P0139,2,18.52,9.27
O014118,P0089,3,339.81,213.13
O014119,P0084,2,164.47,92.59
O014119,P0252,2,130.12,61.05
O014119,P0257,1,76.48,37.39
O014119,P0293,2,25.18,14.28
O014119,P0193,2,98.91,53.82
O014119,P0012,2,193.39,144.29
O014120,P0103,1,41.93,19.74
O014120,P0204,1,82.47,38.97
O014120,P0191,2,47.79,22.56
O014120,P0060,1,551.13,344.5
O014120,P0292,1,119.4,53.56
O014121,P0093,1,387.01,243.23
O014121,P0138,3,22.8,12.24
O014122,P0294,1,56.43,29.16
O014122,P0071,1,325.65,205.86
O014123,P0276,5,132.9,74.14
O014124,P0256,4,143.02,74.69
O014124,P0118,3,29.72,13.73
O014125,P0188,1,85.92,41.67
O014125,P0288,1,84.85,42.42
O014125,P0124,2,41.85,19.32
O014125,P0004,2,243.45,165.29
O014125,P0045,1,397.12,290.5
O014125,P0185,1,108.17,39.34
O014126,P0107,2,39.19,23.53
O014127,P0010,4,116.25,80.84
O014127,P0080,3,335.62,200.57
O014127,P0050,1,126.2,90.91
O014127,P0159,3,37.25,18
O014127,P0198,4,104.57,48.01
O014128,P0019,1,162.34,117.28
O014128,P0215,1,72.58,34.32
O014128,P0013,2,220.71,142.15
O014129,P0072,4,235.42,144.19
O014130,P0166,1,18.93,9.8
O014131,P0041,2,185.19,122.21
O014131,P0192,2,77.61,33.9
O014131,P0147,1,20.73,10.39
O014132,P0217,1,102.91,33.82
O014132,P0141,2,46.24,22.78
O014132,P0101,2,43.22,23.09
O014132,P0292,1,113.65,53.56
O014133,P0221,1,118.02,45.82
O014133,P0132,2,57.51,34.31
O014133,P0084,1,164.39,92.59
O014133,P0046,1,197.92,116.08
O014134,P0120,1,47.05,19.66
O014134,P0105,5,44.53,17.85
O014135,P0291,1,42.07,26.48
O014135,P0044,1,264.85,199.81
O014135,P0065,1,215.33,113.93
O014135,P0053,1,310.29,195.05
O014135,P0203,1,58.04,26.78
O014136,P0269,1,70.87,41.45
O014136,P0250,2,89.12,60.2
O014137,P0127,2,70.7,28.5
O014137,P0239,3,91.37,48.52
O014137,P0008,1,123.97,85.76
O014137,P0192,4,81.97,33.9
O014137,P0040,2,334.96,232.31
O014138,P0065,4,190.18,113.93
O014138,P0107,3,41.68,23.53
O014138,P0239,2,90.78,48.52
O014138,P0158,4,28.67,11.41
O014139,P0285,2,73.73,40.73
O014140,P0238,2,33.03,17.86
O014140,P0085,4,472.56,309.87
O014141,P0299,1,85.06,48.94
O014141,P0281,2,97.06,50.24
O014142,P0146,2,27.1,8.84
O014142,P0165,1,26.55,14.2
O014142,P0230,2,32.77,13.32
O014142,P0153,1,4.82,2.37
O014142,P0082,1,251.96,142.77
O014143,P0129,2,17.45,8.76
O014144,P0119,1,25.04,11.22
O014145,P0112,3,15.59,7.79
O014146,P0246,1,87.75,38.33
O014146,P0128,1,40.8,20.37
O014147,P0197,2,73.53,29.79
O014147,P0070,2,388.75,241.57
O014147,P0241,3,99.77,43.3
O014148,P0046,1,190.2,116.08
O014148,P0267,1,145.92,82.84
O014149,P0052,1,250.51,180.81
O014149,P0107,1,40.78,23.53
O014149,P0152,4,51.49,26.59
O014149,P0271,3,143.62,74.27
O014150,P0246,1,84.57,38.33
O014150,P0260,2,103.11,59.68
O014150,P0090,1,406.11,185.86
O014150,P0233,1,60.61,32.03
O014151,P0149,1,36.75,20.06
O014151,P0209,3,34.83,13.48
O014151,P0212,1,128.58,47.26
O014151,P0185,2,105,39.34
O014152,P0290,1,144.76,88.25
O014152,P0295,3,114.73,68.75
O014153,P0276,1,125.84,74.14
O014153,P0110,1,41.62,19.01
O014154,P0201,3,63,28.86
O014155,P0251,1,132.44,89.27
O014155,P0076,1,251.46,141.63
O014156,P0130,1,20.43,10
O014156,P0208,5,69.61,38.44
O014157,P0133,1,53.09,23.12
O014157,P0151,2,42.65,19.16
O014158,P0098,1,424.68,267.66
O014158,P0020,1,305.35,236.61
O014159,P0136,1,16.74,7.1
O014160,P0179,1,78.09,35.85
O014161,P0177,4,40.59,17.03
O014161,P0060,1,520.94,344.5
O014161,P0089,2,353.42,213.13
O014161,P0043,4,114.14,77.51
O014161,P0037,2,105.99,66.6
O014162,P0197,1,72.76,29.79
O014163,P0031,1,358.28,226.84
O014164,P0082,3,239.91,142.77
O014165,P0230,2,34.95,13.32
O014166,P0195,2,39.19,17.83
O014166,P0108,1,43.32,20.7
O014166,P0009,2,105.11,63.15
O014167,P0241,2,99.38,43.3
O014167,P0091,1,493.08,289
O014168,P0114,1,42.16,22.62
O014168,P0297,1,132.81,74.56
O014168,P0015,1,269.33,160.99
O014169,P0037,2,109.63,66.6
O014170,P0207,1,82.47,39.4
O014170,P0244,1,90.27,44.14
O014170,P0298,1,81.71,46.03
O014170,P0076,1,230.78,141.63
O014170,P0067,1,264.31,155.88
O014171,P0270,1,39.23,21.02
O014172,P0098,2,406.63,267.66
O014172,P0246,3,93.95,38.33
O014172,P0204,1,79.61,38.97
O014173,P0294,2,54.11,29.16
O014174,P0125,2,32.29,19.41
O014174,P0151,2,42.45,19.16
O014175,P0091,2,509.27,289
O014175,P0168,1,27.99,11.5
O014175,P0214,2,67.66,30.04
O014176,P0210,1,97.01,35.04
O014176,P0268,1,68.89,38.96
O014176,P0079,1,310.99,200.4
O014176,P0259,4,97.65,54.92
O014177,P0082,1,245.37,142.77
O014177,P0264,1,84.29,47.39
O014177,P0038,1,190.88,131.74
O014177,P0007,2,152.4,102.87
O014177,P0274,1,103.5,52.26
O014178,P0131,3,48.94,27.71
O014178,P0190,2,93.31,39.84
O014178,P0283,1,73.68,38.36
O014178,P0217,3,99.25,33.82
O014178,P0193,1,103.02,53.82
O014178,P0168,5,27.73,11.5
O014179,P0128,1,40.83,20.37
O014180,P0143,4,34.42,17.65
O014180,P0278,1,85.29,48.93
O014180,P0228,2,41.98,16.69
O014181,P0119,2,26.87,11.22
O014182,P0024,1,275.23,216.05
O014182,P0050,1,122.43,90.91
O014183,P0251,2,143.14,89.27
O014183,P0219,1,84.95,41.64
O014184,P0061,4,605.23,314.05
O014184,P0206,3,62.02,30.07
O014184,P0153,5,4.59,2.37
O014184,P0072,1,252.36,144.19
O014185,P0104,4,29.78,15.83
O014186,P0078,2,158.78,95.39
O014186,P0043,2,113.47,77.51
O014186,P0122,3,16.45,8.25
O014186,P0028,2,210.26,131.12
O014186,P0030,1,183.49,116.84
O014187,P0091,1,490.16,289
O014187,P0171,2,49.81,25.92
O014188,P0187,1,56,24.62
O014188,P0044,2,263.29,199.81
O014189,P0162,1,48.41,15.85
O014189,P0011,2,98.39,67.9
O014189,P0063,2,234.13,148.19
O014189,P0088,1,651.84,468.78
O014189,P0161,2,9.79,4.82
O014190,P0167,2,45.84,21.55
O014190,P0101,3,44.06,23.09
O014190,P0223,1,70.36,26.47
O014191,P0282,1,160.93,83.91
O014192,P0144,1,33.16,14.97
O014192,P0291,1,37.75,26.48
O014193,P0083,2,230.45,130.51
O014193,P0077,1,294.14,180.96
O014193,P0011,1,100.16,67.9
O014194,P0076,1,230.43,141.63
O014194,P0171,3,51.68,25.92
O014194,P0200,1,77.85,35.11
O014195,P0275,1,110.34,58.67
O014195,P0152,1,51.31,26.59
O014196,P0118,3,31.72,13.73
O014197,P0212,3,126.94,47.26
O014197,P0095,1,130.06,78.71
O014197,P0101,1,43.81,23.09
O014197,P0015,2,239.84,160.99
O014197,P0175,1,31.24,15.18
O014198,P0204,3,81.92,38.97
O014198,P0229,2,78.87,33.98
O014199,P0075,2,504.48,309.23
O014199,P0050,2,130.95,90.91
O014200,P0115,3,36.25,19.33
O014200,P0001,2,246.87,183.35
O014201,P0160,3,45.98,19.95
O014201,P0086,2,290.93,183.1
O014201,P0015,1,269.1,160.99
O014202,P0263,4,120,59.47
O014202,P0113,1,15.86,7.66
O014202,P0165,1,28.5,14.2
O014203,P0059,2,433.91,249.71
O014203,P0240,2,97.57,48.09
O014203,P0268,1,73.15,38.96
O014204,P0167,2,45.05,21.55
O014204,P0144,2,33.97,14.97
O014205,P0091,3,498.34,289
O014205,P0025,2,267.11,177.08
O014205,P0245,1,110.13,45.76
O014205,P0234,1,40.12,14.91
O014205,P0210,1,95.37,35.04
O014206,P0263,1,116.34,59.47
O014206,P0053,2,303.43,195.05
O014207,P0080,2,317.96,200.57
O014207,P0142,4,50.81,21.25
O014207,P0128,1,38.9,20.37
O014207,P0150,1,48.36,23.77
O014208,P0021,1,143.39,96.75
O014208,P0224,2,38.9,18.78
O014208,P0095,3,126.33,78.71
O014208,P0145,1,45.38,19.97
O014209,P0163,5,75.14,29.64
O014210,P0266,2,120.84,56.79
O014210,P0107,2,41.32,23.53
O014210,P0123,2,35.98,19.4
O014211,P0225,1,109.03,48.28
O014211,P0094,1,354.37,223.8
O014211,P0199,1,76.72,29.04
O014211,P0248,1,107.18,62.41
O014211,P0233,2,58.55,32.03
O014212,P0135,5,59.46,31.58
O014212,P0103,1,43.14,19.74
O014213,P0263,3,118.53,59.47
O014214,P0039,2,250.38,171.27
O014214,P0257,1,73.68,37.39
O014214,P0109,1,24.59,14.65
O014214,P0199,1,77.56,29.04
O014214,P0116,2,71.77,38.04
O014215,P0270,1,37.71,21.02
O014215,P0081,3,275.82,184.28
O014216,P0064,1,395.36,232.51
O014216,P0079,1,294.03,200.4
O014216,P0246,2,86.95,38.33
O014217,P0182,1,86.15,33.73
O014218,P0138,1,24.01,12.24
O014219,P0290,1,159.61,88.25
O014220,P0175,1,33.5,15.18
O014220,P0090,1,381.08,185.86
O014221,P0139,1,18.89,9.27
O014222,P0121,1,41.37,20.08
O014222,P0286,2,117.05,68.98
O014222,P0273,1,51.37,31.65
O014222,P0256,3,154.05,74.69
O014223,P0146,1,26.2,8.84
O014223,P0072,1,245.33,144.19
O014223,P0212,1,131.94,47.26
O014223,P0063,2,222.97,148.19
O014224,P0136,1,15.95,7.1
O014225,P0105,2,45.83,17.85
O014226,P0043,1,112.82,77.51
O014226,P0122,1,17.97,8.25
O014227,P0228,1,45.56,16.69
O014227,P0177,1,39.87,17.03
O014227,P0040,1,337.44,232.31
O014227,P0289,1,80.79,43.82
O014228,P0036,1,246.63,164.16
O014229,P0209,1,36.17,13.48
O014229,P0230,1,32.72,13.32
O014229,P0149,1,37.99,20.06
O014229,P0071,1,306.39,205.86
O014230,P0240,2,93.62,48.09
O014231,P0082,1,236.19,142.77
O014231,P0018,3,202.49,119.94
O014231,P0122,1,18.33,8.25
O014231,P0115,2,35.77,19.33
O014232,P0100,1,300.89,175.41
O014232,P0067,1,272.08,155.88
O014233,P0184,4,82.53,34.74
O014233,P0048,1,147.59,96.22
O014233,P0290,3,155.8,88.25
O014233,P0279,1,95.08,52.52
O014234,P0277,2,112.64,53.14
O014234,P0211,1,51.67,21.06
O014235,P0163,2,73.55,29.64
O014236,P0288,1,80.97,42.42
O014237,P0048,2,151.86,96.22
O014237,P0066,1,333.47,185.87
O014238,P0256,2,139.49,74.69
O014239,P0205,3,111.76,51.3
O014239,P0064,1,387.45,232.51
O014240,P0005,1,270.76,180.19
O014240,P0013,1,208.29,142.15
O014240,P0238,1,32.68,17.86
O014240,P0241,1,95.34,43.3
O014241,P0264,1,85.35,47.39
O014241,P0113,2,15.11,7.66
O014241,P0099,1,449.39,258.19
O014242,P0214,1,72.22,30.04
O014242,P0146,1,28.18,8.84
O014242,P0272,1,112.25,68.23
O014243,P0023,1,204.58,140.1
O014243,P0208,1,74.45,38.44
O014243,P0246,1,89.64,38.33
O014244,P0170,1,60.52,29.19
O014244,P0296,3,49.8,25.73
O014244,P0060,1,537.27,344.5
O014245,P0132,3,62.31,34.31
O014245,P0050,1,119.36,90.91
O014246,P0023,4,214.34,140.1
O014246,P0034,1,291.01,210.27
O014247,P0284,1,92.32,47.22
O014247,P0261,3,132.29,73.01
O014247,P0146,1,28.18,8.84
O014248,P0110,1,45,19.01
O014248,P0203,1,57.34,26.78
O014249,P0298,1,78.13,46.03
O014250,P0057,1,274.62,152.67
O014251,P0216,1,64.16,27.72
O014252,P0051,3,125.8,71.32
O014253,P0083,1,205.86,130.51
O014253,P0098,1,434.07,267.66
O014254,P0016,1,158.26,102.3
O014254,P0033,2,252.12,177.46
O014255,P0032,1,254.15,170.06
O014255,P0267,1,147.33,82.84
O014255,P0107,1,43.8,23.53
O014255,P0051,1,115.94,71.32
O014255,P0294,3,55.44,29.16
O014256,P0271,1,140.03,74.27
O014257,P0127,1,70.94,28.5
O014257,P0031,4,338.11,226.84
O014258,P0153,1,5.09,2.37
O014258,P0073,1,330.08,200.42
O014258,P0037,2,100.72,66.6
O014258,P0069,3,318.02,173.91
O014259,P0124,1,37.8,19.32
O014260,P0170,3,55.99,29.19
O014260,P0086,3,292.92,183.1
O014260,P0292,1,115.41,53.56
O014260,P0272,1,105.47,68.23
O014260,P0235,1,102.33,47.66
O014260,P0279,1,87.8,52.52
O014261,P0249,3,49.53,25.82
O014262,P0173,2,54.67,26.23
O014262,P0239,2,94.04,48.52
O014262,P0224,1,42.17,18.78
O014262,P0160,2,47.28,19.95
O014262,P0226,1,72.92,33.84
O014263,P0205,2,106.29,51.3
O014263,P0054,1,277.04,219.23
O014264,P0223,3,71.12,26.47
O014264,P0124,1,41.18,19.32
O014264,P0069,1,299.73,173.91
O014265,P0170,2,56.66,29.19
O014265,P0080,1,341.87,200.57
O014266,P0096,1,178.88,93.71
O014267,P0293,1,25.04,14.28
O014267,P0138,5,23.09,12.24
O014267,P0038,1,203.82,131.74
O014268,P0021,1,139.74,96.75
O014269,P0275,1,105.72,58.67
O014269,P0060,1,555.89,344.5
O014270,P0078,1,154.31,95.39
O014270,P0057,1,282.09,152.67
O014271,P0031,1,351.24,226.84
O014271,P0146,4,27.42,8.84
O014272,P0291,3,39.9,26.48
O014273,P0175,2,35.25,15.18
O014273,P0162,2,45.01,15.85
O014274,P0053,3,318.74,195.05
O014275,P0003,5,112.21,81.59
O014276,P0194,1,85.74,40.15
O014277,P0285,1,70.55,40.73
O014277,P0300,1,101.57,67.65
O014277,P0153,1,5.04,2.37
O014277,P0053,1,304.86,195.05
O014277,P0180,1,72.53,31.93
O014278,P0138,1,24.4,12.24
O014278,P0195,1,40.63,17.83
O014278,P0071,1,324.79,205.86
O014279,P0032,1,276.51,170.06
O014279,P0111,2,31.74,12.93
O014279,P0232,3,73.83,34.28
O014280,P0155,3,76.63,30.14
O014280,P0169,2,63.05,34.34
O014281,P0291,1,41.69,26.48
O014282,P0257,2,72.07,37.39
O014282,P0146,2,27.43,8.84
O014282,P0225,2,111.57,48.28
O014283,P0188,4,97.24,41.67
O014283,P0152,2,54.65,26.59
O014283,P0215,3,73.73,34.32
O014284,P0003,2,116.39,81.59
O014284,P0026,2,320.33,232.05
O014284,P0130,3,20.85,10
O014285,P0022,2,212.62,146.59
O014286,P0270,1,39.71,21.02
O014286,P0032,1,273.85,170.06
O014287,P0064,1,392.59,232.51
O014287,P0105,3,47.24,17.85
O014287,P0152,1,50.65,26.59
O014287,P0005,2,269.24,180.19
O014287,P0080,4,328.27,200.57
O014288,P0131,1,45.45,27.71
O014288,P0018,4,195.69,119.94
O014288,P0274,1,93.29,52.26
O014289,P0076,1,244.03,141.63
O014289,P0016,1,160.51,102.3
O014289,P0128,2,40.03,20.37
O014289,P0145,3,45.08,19.97
O014289,P0256,1,143,74.69
O014289,P0209,1,34.89,13.48
O014290,P0103,2,42.62,19.74
O014290,P0085,4,497.06,309.87
O014290,P0010,4,114.47,80.84
O014290,P0243,2,106.37,50.45
O014290,P0129,2,17.51,8.76
O014291,P0074,2,578.14,309.2
O014291,P0268,1,71.91,38.96
O014292,P0165,4,26.59,14.2
O014292,P0212,1,128.28,47.26
O014292,P0155,3,74.37,30.14
O014293,P0113,2,15.03,7.66
O014293,P0272,1,109.2,68.23
O014293,P0266,1,119.04,56.79
O014294,P0163,1,73.26,29.64
O014294,P0166,1,20.19,9.8
O014294,P0025,1,257.08,177.08
O014295,P0159,1,35.01,18
O014295,P0004,2,233.91,165.29
O014296,P0090,1,384.4,185.86
O014296,P0174,2,54.54,19.82
O014297,P0254,1,104.55,49.08
O014297,P0186,4,65.14,28.6
O014297,P0136,1,16.62,7.1
O014297,P0276,2,125.76,74.14
O014298,P0224,1,41.08,18.78
O014298,P0136,4,15.31,7.1
O014299,P0080,1,338.88,200.57
O014300,P0261,1,128.75,73.01
O014300,P0066,1,330.24,185.87
O014300,P0199,1,81.57,29.04
O014301,P0165,4,26.77,14.2
O014301,P0199,1,75.3,29.04
O014301,P0176,1,46.85,17.91
O014301,P0295,2,115.06,68.75
O014301,P0239,2,86.33,48.52
O014301,P0187,3,58.85,24.62
O014302,P0223,1,72.84,26.47
O014302,P0005,1,309.32,180.19
O014302,P0208,2,72.49,38.44
O014303,P0236,2,127.13,76.29
O014303,P0247,4,110.56,64.18
O014304,P0199,1,78.5,29.04
O014305,P0173,1,56.01,26.23
O014305,P0187,1,57.28,24.62
O014305,P0185,1,104.03,39.34
O014305,P0222,1,46.49,18.04
O014306,P0241,2,96.46,43.3
O014306,P0078,1,154.24,95.39
O014306,P0210,1,94.12,35.04
O014306,P0205,1,103.65,51.3
O014307,P0099,3,451.08,258.19
O014307,P0287,3,95.88,59.64
O014308,P0098,1,423.88,267.66
O014308,P0056,5,111.98,74.46
O014309,P0215,2,72.59,34.32
O014310,P0237,1,60.63,29.15
O014310,P0280,3,79.75,36.8
O014310,P0235,2,106.37,47.66
O014311,P0007,2,161.36,102.87
O014311,P0082,2,214.78,142.77
O014311,P0271,1,143.61,74.27
O014311,P0264,2,81.71,47.39
O014312,P0018,3,183.68,119.94
O014312,P0098,1,421.55,267.66
O014313,P0070,1,420.79,241.57
O014313,P0006,1,5.14,3.95
O014313,P0197,1,72.68,29.79
O014314,P0049,1,333.73,201.14
O014314,P0104,1,29.36,15.83
O014315,P0173,1,56.25,26.23
O014315,P0019,4,161.71,117.28
O014315,P0251,1,149.12,89.27
O014315,P0186,2,66.08,28.6
O014316,P0018,2,189.58,119.94
O014317,P0124,1,40.68,19.32
O014318,P0030,3,170.02,116.84
O014318,P0179,1,72.83,35.85
O014318,P0057,1,284.8,152.67
O014318,P0212,1,127.05,47.26
O014318,P0290,1,157.17,88.25
O014319,P0240,1,93.18,48.09
O014320,P0210,1,93.6,35.04
O014320,P0059,1,442.11,249.71
O014321,P0264,1,85.52,47.39
O014321,P0028,1,213.43,131.12
O014321,P0084,2,160.66,92.59
O014321,P0199,2,82.52,29.04
O014321,P0019,4,161.03,117.28
O014322,P0183,3,92.25,47.89
O014322,P0217,1,100.65,33.82
O014323,P0150,3,47.71,23.77
O014324,P0279,1,89.65,52.52
O014324,P0002,1,306.03,190.62
O014324,P0105,4,46.84,17.85
O014325,P0124,2,40.88,19.32
O014325,P0274,1,94.32,52.26
O014325,P0017,3,348.89,276.98
O014325,P0159,1,34.28,18
O014326,P0125,2,33.78,19.41
O014326,P0254,1,102.11,49.08
O014327,P0225,1,108.78,48.28
O014327,P0171,1,53.04,25.92
O014327,P0198,3,106.2,48.01
O014327,P0085,1,499.44,309.87
O014327,P0045,1,383.66,290.5
O014327,P0236,1,123.01,76.29
O014328,P0204,3,74.51,38.97
O014328,P0037,5,105.49,66.6
O014328,P0241,1,93.24,43.3
O014329,P0159,2,38.56,18
O014329,P0291,1,40.72,26.48
O014329,P0049,4,321.94,201.14
O014330,P0053,1,295.17,195.05
O014331,P0264,2,90.4,47.39
O014332,P0026,2,331.66,232.05
O014332,P0100,1,302.4,175.41
O014333,P0089,1,356.65,213.13
O014333,P0041,1,180.16,122.21
O014333,P0177,1,37.22,17.03
O014333,P0134,4,37.12,20.52
O014334,P0215,2,70.36,34.32
O014334,P0104,1,30.43,15.83
O014334,P0235,1,95.27,47.66
O014335,P0103,2,43.35,19.74
O014336,P0291,1,41.09,26.48
O014336,P0247,1,106.36,64.18
O014337,P0201,4,62.86,28.86
O014337,P0189,4,66.41,27.81
O014337,P0139,2,20.27,9.27
O014338,P0225,2,99.31,48.28
O014338,P0090,3,378.33,185.86
O014339,P0114,2,44.26,22.62
O014339,P0297,3,136.84,74.56
O014340,P0252,2,126.18,61.05
O014341,P0192,1,79.8,33.9
O014341,P0189,3,65.96,27.81
O014341,P0236,1,138.27,76.29
O014341,P0067,1,262.41,155.88
O014342,P0079,1,288.03,200.4
O014342,P0281,5,103.6,50.24
O014343,P0003,1,118.59,81.59
O014343,P0111,1,31.38,12.93
O014344,P0239,1,93.72,48.52
O014345,P0002,2,325.63,190.62
O014345,P0075,1,532.97,309.23
O014346,P0171,2,49.66,25.92
O014346,P0300,3,102.73,67.65
O014346,P0185,4,103.09,39.34
O014346,P0005,3,266.47,180.19
O014346,P0112,1,15.62,7.79
O014347,P0242,1,83.29,47.88
O014347,P0222,1,46.51,18.04
O014348,P0073,5,318.16,200.42
O014348,P0267,1,148.88,82.84
O014348,P0293,1,26.74,14.28
O014348,P0268,2,73.57,38.96
O014348,P0018,2,182.59,119.94
O014349,P0081,1,257.67,184.28
O014349,P0106,1,27.68,12.14
O014349,P0114,1,43.95,22.62
O014349,P0123,1,39.08,19.4
O014349,P0232,1,73.64,34.28
O014350,P0152,1,53.81,26.59
O014350,P0168,1,27.78,11.5
O014350,P0161,2,9.33,4.82
O014350,P0010,1,110.91,80.84
O014350,P0015,4,262.13,160.99
O014350,P0110,4,40.93,19.01
O014351,P0293,1,27.12,14.28
O014351,P0132,1,62.51,34.31
O014352,P0127,3,71.07,28.5
O014352,P0041,1,173.13,122.21
O014352,P0090,1,381.38,185.86
O014353,P0196,2,67.34,34.88
O014353,P0251,1,146.05,89.27
O014353,P0010,1,126.73,80.84
O014353,P0052,2,270.97,180.81
O014354,P0233,2,59.68,32.03
O014354,P0042,1,223.68,157.79
O014355,P0144,2,36.89,14.97
O014355,P0036,1,255.33,164.16
O014355,P0026,1,302.35,232.05
O014355,P0253,1,92,52
O014355,P0259,2,102.75,54.92
O014356,P0134,2,39.66,20.52
O014356,P0084,1,147.95,92.59
O014357,P0058,1,454.02,288.71
O014357,P0104,1,29.02,15.83
O014357,P0037,1,107.65,66.6
O014358,P0080,1,326.04,200.57
O014358,P0134,3,37.84,20.52
O014358,P0088,1,664.36,468.78
O014358,P0132,3,61.5,34.31
O014358,P0057,1,272.68,152.67
O014359,P0020,1,313.1,236.61
O014359,P0130,3,21.52,10
O014360,P0286,1,120.08,68.98
O014361,P0087,2,290.86,168.27
O014361,P0183,1,84.26,47.89
O014362,P0202,2,4.94,2.08
O014363,P0010,2,116.09,80.84
O014363,P0163,4,75.56,29.64
O014363,P0090,1,386.76,185.86
O014363,P0054,1,284.31,219.23
O014363,P0284,1,91.81,47.22
O014364,P0076,1,242.95,141.63
O014365,P0038,1,189.31,131.74
O014365,P0126,1,74.67,33.66
O014366,P0097,1,439.14,305.28
O014366,P0206,4,61.75,30.07
O014366,P0299,2,83.76,48.94
O014366,P0065,1,213.88,113.93
O014366,P0105,1,42.96,17.85
O014367,P0152,1,50.05,26.59
O014368,P0284,2,89.13,47.22
O014368,P0098,4,408.46,267.66
O014368,P0064,4,386.37,232.51
O014369,P0243,4,97.22,50.45
O014369,P0165,2,27.14,14.2
O014369,P0227,1,54.48,21.79
O014370,P0244,5,86.84,44.14
O014370,P0197,1,71.71,29.79
O014370,P0181,2,59.88,25.41
O014370,P0266,1,122.42,56.79
O014371,P0232,2,76.05,34.28
O014371,P0234,1,40.77,14.91
O014371,P0195,1,41.19,17.83
O014372,P0273,3,51.37,31.65
O014373,P0175,1,34.08,15.18
O014374,P0285,1,68.46,40.73
O014374,P0143,1,36.24,17.65
O014374,P0168,3,29.14,11.5
O014374,P0178,1,75.47,37.46
O014374,P0200,1,72.74,35.11
O014374,P0187,2,57.51,24.62
O014375,P0294,1,54.28,29.16
O014376,P0079,1,311.07,200.4
O014376,P0157,5,59.5,25.69
O014377,P0160,1,46.11,19.95
O014377,P0156,1,5.22,2.05
O014377,P0221,1,119.42,45.82
O014378,P0217,1,99.9,33.82
O014378,P0225,5,108.7,48.28
O014378,P0154,5,38.22,17.74
O014379,P0137,2,42.67,20.58
O014379,P0207,2,86.88,39.4
O014380,P0034,3,281.15,210.27
O014380,P0299,3,85.74,48.94
O014380,P0117,2,39.79,21.42
O014381,P0020,1,305.68,236.61
O014381,P0260,1,100.87,59.68
O014381,P0009,1,97.72,63.15
O014381,P0274,1,91.2,52.26
O014382,P0169,2,59.4,34.34
O014383,P0188,3,88.32,41.67
O014383,P0171,2,48.81,25.92
O014384,P0099,4,423.32,258.19
O014384,P0082,4,241.58,142.77
O014384,P0022,1,226.38,146.59
O014384,P0217,1,103.94,33.82
O014384,P0159,1,36.57,18
O014385,P0197,1,72.75,29.79
O014385,P0224,1,40.12,18.78
O014385,P0198,1,102.04,48.01
O014385,P0160,2,45.54,19.95
O014386,P0108,2,43.12,20.7
O014386,P0089,1,343.42,213.13
O014386,P0080,4,345,200.57
O014387,P0256,4,143.09,74.69
O014388,P0103,2,42.49,19.74
O014389,P0199,1,81.93,29.04
O014389,P0220,1,91.36,33.22
O014390,P0041,3,178.88,122.21
O014391,P0255,1,117.69,64.14
O014391,P0265,2,119.13,67.58
O014391,P0023,1,206.27,140.1
O014392,P0087,1,282.15,168.27
O014392,P0156,5,4.63,2.05
O014392,P0114,1,42.39,22.62
O014392,P0027,2,312.97,225.04
O014392,P0162,1,45.34,15.85
O014392,P0003,1,116.34,81.59
O014393,P0207,1,85.22,39.4
O014394,P0125,1,35.4,19.41
O014394,P0107,1,40.21,23.53
O014395,P0029,3,222.75,161.42
O014395,P0132,1,62.12,34.31
O014395,P0274,3,96.31,52.26
O014395,P0288,1,81.7,42.42
O014396,P0134,4,35.15,20.52
O014396,P0034,5,256.7,210.27
O014396,P0007,1,156.25,102.87
O014397,P0224,1,40.13,18.78
O014397,P0171,2,51.9,25.92
O014398,P0245,1,100.94,45.76
O014398,P0188,3,88.85,41.67
O014398,P0294,1,60.33,29.16
O014399,P0079,3,296.98,200.4
O014399,P0186,1,62.99,28.6
O014400,P0030,3,182.34,116.84
O014401,P0207,4,83.29,39.4
O014402,P0182,1,81.72,33.73
O014402,P0096,1,178.65,93.71
O014402,P0214,1,68.99,30.04
O014402,P0192,3,76.08,33.9
O014403,P0073,2,321.96,200.42
O014403,P0257,1,76.84,37.39
O014403,P0009,1,99.73,63.15
O014404,P0168,1,28.52,11.5
O014404,P0208,2,72.43,38.44
O014404,P0160,4,45.23,19.95
O014404,P0046,1,198.98,116.08
O014405,P0087,1,300.72,168.27
O014405,P0146,1,26.42,8.84
O014406,P0141,1,48.66,22.78
O014406,P0225,2,110.06,48.28
O014407,P0085,1,520.91,309.87
O014407,P0091,2,491.73,289
O014407,P0119,1,24.37,11.22
O014407,P0044,1,282.13,199.81
O014407,P0213,3,61.47,23.34
O014408,P0165,2,26.65,14.2
