customer_id,signup_date,region,segment,acquisition_channel,age,income
C02649,2023-09-15,West,Corporate,Social,54,141200
C02650,2025-05-06,Midwest,Corporate,Email,18,70600
C02651,2023-12-17,West,Consumer,Referral,48,55400
C02652,2024-03-04,South,Consumer,Email,39,69000
C02653,2023-02-01,Northeast,Consumer,Email,29,85400
C02654,2023-10-18,South,Small Business,Email,34,
C02655,2024-09-12,Midwest,Consumer,Email,71,81100
C02656,2024-07-20,West,Consumer,Social,44,56600
C02657,2025-06-28,West,Consumer,Referral,40,59700
C02658,2024-04-17,West,Corporate,Search,40,124200
C02659,2023-03-21,South,Corporate,Email,50,93400
C02660,2023-01-06,South,Small Business,Referral,18,67300
C02661,2024-11-17,West,Corporate,Search,47,130500
C02662,2023-09-04,South,Consumer,Referral,31,111800
C02663,2025-09-13,South,Consumer,Search,50,85400
C02664,2023-12-15,South,Corporate,Search,22,138200
C02665,2023-07-14,West,Consumer,Social,48,69100
C02666,2024-10-30,Northeast,Small Business,Search,22,67500
C02667,2023-09-01,West,Consumer,Search,36,22000
C02668,2024-08-24,Midwest,Consumer,Email,23,54200
C02669,2025-10-10,South,Small Business,Referral,26,98200
C02670,2023-05-27,Northeast,Corporate,Search,55,137400
C02671,2023-06-14,West,Consumer,Search,23,104700
C02672,2024-06-03,Northeast,Consumer,Search,48,51200
C02673,2023-11-28,South,Consumer,Referral,29,22000
C02674,2024-11-15,Midwest,Consumer,Social,31,89200
C02675,2024-09-16,West,Corporate,Referral,39,85800
C02676,2023-10-11,Northeast,Corporate,Email,29,99400
C02677,2023-10-23,South,Consumer,Search,35,93300
C02678,2023-09-06,South,Corporate,Referral,27,62700
C02679,2023-01-17,Midwest,Consumer,Social,34,56300
C02680,2023-02-07,Northeast,Small Business,Referral,34,107200
C02681,2023-04-04,South,Consumer,Social,27,49300
C02682,2023-03-05,Midwest,Consumer,Search,40,23300
C02683,2023-07-16,Northeast,Consumer,Search,39,25200
C02684,2025-06-28,West,Small Business,Social,24,62600
C02685,2023-07-27,South,Consumer,Social,39,60400
C02686,2023-11-03,Northeast,Consumer,Email,34,72800
C02687,2023-11-23,Northeast,Consumer,Search,26,106500
C02688,2023-01-04,Midwest,Consumer,Email,29,60700
C02689,2023-07-18,Midwest,Corporate,Referral,24,112200
C02690,2025-07-11,Northeast,Consumer,Search,51,65000
C02691,2024-05-20,West,Consumer,Social,31,64500
C02692,2024-03-21,West,Small Business,Email,45,
C02693,2023-01-13,Northeast,Consumer,Social,46,40800
C02694,2024-03-11,West,Consumer,Search,18,83100
C02695,2024-09-30,Northeast,Consumer,Search,42,68500
C02696,2023-03-14,South,Consumer,Search,18,63700
C02697,2024-01-19,South,Corporate,Referral,18,96800
C02698,2024-08-09,West,Corporate,Email,18,76900
C02699,2023-07-12,Midwest,Corporate,Social,35,88100
C02700,2023-11-11,West,Consumer,Search,48,47200
C02701,2023-08-10,South,Consumer,Search,46,38200
C02702,2024-12-24,Northeast,Consumer,Email,33,40100
C02703,2024-08-07,West,Consumer,Referral,66,57200
C02704,2024-04-02,Midwest,Consumer,Referral,32,72100
C02705,2025-01-03,Midwest,Small Business,Social,56,133200
C02706,2025-03-22,South,Consumer,Email,36,47000
C02707,2024-08-29,South,Corporate,Social,60,117900
C02708,2024-04-03,Northeast,Consumer,Email,44,56900
C02709,2023-01-18,South,Corporate,Referral,21,83600
C02710,2024-10-16,West,Consumer,Social,34,93100
C02711,2025-03-20,Northeast,Consumer,Search,46,94000
C02712,2023-02-18,Northeast,Small Business,Social,48,63100
C02713,2025-08-30,South,Small Business,Social,18,81500
C02714,2023-01-25,South,Corporate,Search,34,87900
C02715,2024-03-30,Northeast,Consumer,Referral,37,62300
C02716,2025-11-15,South,Corporate,Referral,49,80200
C02717,2023-01-02,South,Consumer,Search,27,64100
C02718,2024-03-04,West,Consumer,Social,18,32400
C02719,2023-10-07,West,Corporate,Social,51,83500
C02720,2023-04-23,Northeast,Small Business,Social,48,70700
C02721,2025-06-01,Northeast,Corporate,Social,32,137300
C02722,2023-02-26,West,Small Business,Email,38,85500
C02723,2024-05-18,South,Consumer,Referral,21,66500
C02724,2023-11-06,Northeast,Corporate,Search,47,120700
C02725,2025-03-09,Northeast,Small Business,Search,36,116900
C02726,2025-11-06,South,Small Business,Email,33,100700
C02727,2024-04-28,South,Small Business,Email,32,95000
C02728,2025-09-05,Northeast,Consumer,Social,31,51000
C02729,2025-02-18,Midwest,Consumer,Social,26,41900
C02730,2023-03-26,Midwest,Small Business,Search,45,88500
C02731,2024-04-02,West,Small Business,Email,32,126100
C02732,2023-01-22,West,Consumer,Search,18,91000
C02733,2024-11-10,Midwest,Small Business,Search,37,74600
C02734,2025-10-05,Northeast,Consumer,Search,45,52900
C02735,2025-02-17,Northeast,Consumer,Social,29,74800
C02736,2023-03-31,Midwest,Corporate,Email,35,81500
C02737,2025-10-01,West,Corporate,Search,71,98200
C02738,2025-05-20,South,Small Business,Social,18,87500
C02739,2024-09-29,South,Small Business,Email,35,108800
C02740,2025-05-12,West,Consumer,Email,45,41100
C02741,2024-08-23,West,Consumer,Social,26,80100
C02742,2023-09-11,Northeast,Consumer,Referral,54,50900
C02743,2024-09-12,South,Consumer,Social,26,
C02744,2025-06-13,West,Consumer,Referral,24,38000
C02745,2024-03-11,Northeast,Corporate,Search,42,62800
C02746,2024-02-20,Northeast,Consumer,Search,42,110900
C02747,2023-02-17,South,Consumer,Email,55,53100
C02748,2023-06-13,Midwest,Consumer,Social,18,60400
C02749,2025-06-27,Northeast,Small Business,Email,19,101100
C02750,2024-09-27,South,Consumer,Search,46,86300
C02751,2023-10-18,Midwest,Consumer,Email,28,62200
C02752,2023-01-07,West,Corporate,Search,53,114700
C02753,2023-11-06,Midwest,Small Business,Social,35,36200
C02754,2025-08-08,South,Consumer,Search,31,65400
C02755,2023-10-06,Northeast,Small Business,Email,34,73800
C02756,2024-05-21,West,Consumer,Search,26,60500
C02757,2023-07-31,Northeast,Consumer,Search,39,
C02758,2025-11-12,West,Corporate,Email,49,100300
C02759,2023-04-19,South,Corporate,Search,57,145600
C02760,2025-08-08,Northeast,Corporate,Social,32,88400
C02761,2025-02-05,South,Small Business,Social,36,61000
C02762,2025-11-10,Northeast,Corporate,Search,51,64100
C02763,2024-07-12,Northeast,Consumer,Social,51,75900
C02764,2025-02-26,Northeast,Consumer,Search,32,51900
C02765,2024-09-01,Midwest,Consumer,Referral,29,78400
C02766,2024-11-25,South,Consumer,Referral,36,77700
C02767,2023-08-25,Northeast,Consumer,Social,26,52600
C02768,2025-07-19,West,Corporate,Email,40,74300
C02769,2024-08-24,West,Consumer,Referral,63,96800
C02770,2023-04-17,South,Consumer,Email,46,73500
C02771,2025-01-08,West,Corporate,Email,44,87300
C02772,2023-08-04,Midwest,Consumer,Social,18,54900
C02773,2024-02-08,South,Corporate,Search,22,152700
C02774,2023-04-14,South,Corporate,Social,30,89900
C02775,2023-01-27,Northeast,Consumer,Search,77,80400
C02776,2025-10-24,West,Consumer,Social,37,64500
C02777,2023-08-27,West,Consumer,Referral,37,80500
C02778,2024-08-20,Midwest,Corporate,Referral,36,76200
C02779,2024-11-04,South,Small Business,Email,44,119200
C02780,2024-06-21,South,Small Business,Social,30,81300
C02781,2024-05-20,West,Consumer,Social,48,44000
C02782,2025-05-09,West,Small Business,Email,64,94000
C02783,2023-02-27,West,Small Business,Referral,49,81000
C02784,2025-09-05,South,Consumer,Search,25,85800
C02785,2024-07-22,South,Consumer,Email,45,64800
C02786,2024-08-14,West,Small Business,Email,42,126200
C02787,2023-07-08,Midwest,Consumer,Social,50,
C02788,2023-07-12,Northeast,Consumer,Email,48,80700
C02789,2024-02-29,South,Consumer,Email,25,42000
C02790,2025-08-19,Northeast,Small Business,Social,20,110600
C02791,2024-07-13,South,Corporate,Email,44,106800
C02792,2024-08-04,Northeast,Corporate,Email,55,93500
C02793,2025-03-08,Northeast,Corporate,Search,49,92800
C02794,2025-04-15,South,Consumer,Referral,52,50900
C02795,2024-11-22,West,Consumer,Search,39,47500
C02796,2023-12-09,Northeast,Consumer,Search,44,53600
C02797,2024-09-07,Midwest,Consumer,Social,45,43400
C02798,2024-04-20,West,Consumer,Social,37,30800
C02799,2024-03-11,South,Consumer,Social,32,35100
C02800,2024-01-12,Midwest,Corporate,Search,64,118200
C02801,2024-07-25,West,Corporate,Search,45,102500
C02802,2023-03-17,West,Consumer,Search,39,55300
C02803,2023-01-25,West,Consumer,Search,51,88200
C02804,2025-01-01,West,Consumer,Email,46,44700
C02805,2024-11-19,Midwest,Corporate,Email,48,119700
C02806,2024-11-21,South,Consumer,Referral,48,80000
C02807,2023-01-17,South,Small Business,Search,18,55200
C02808,2024-07-09,Midwest,Consumer,Email,30,88900
C02809,2023-02-26,Northeast,Corporate,Search,44,65200
C02810,2024-11-04,West,Corporate,Social,32,66600
C02811,2024-05-13,South,Consumer,Social,28,53000
C02812,2023-03-14,Northeast,Consumer,Email,37,89300
C02813,2025-04-24,West,Consumer,Referral,34,81800
C02814,2025-09-08,Northeast,Consumer,Email,44,65700
C02815,2023-07-30,West,Corporate,Social,40,43500
C02816,2023-07-24,Midwest,Small Business,Search,44,97200
C02817,2023-03-30,West,Corporate,Referral,39,84600
C02818,2024-01-16,South,Corporate,Email,46,123600
C02819,2025-01-03,West,Consumer,Social,48,76600
C02820,2025-08-22,West,Consumer,Search,41,44000
C02821,2023-08-04,Midwest,Corporate,Search,46,112700
C02822,2024-12-22,West,Small Business,Referral,22,110000
C02823,2023-05-23,West,Consumer,Social,37,64500
C02824,2023-01-22,West,Consumer,Social,34,22000
C02825,2023-10-18,West,Corporate,Email,53,109300
C02826,2024-12-16,South,Small Business,Social,42,58500
C02827,2024-11-05,West,Consumer,Email,33,52100
C02828,2024-03-13,Midwest,Corporate,Email,36,76000
C02829,2024-06-10,Northeast,Small Business,Search,41,98400
C02830,2025-09-22,South,Consumer,Email,45,67300
C02831,2024-09-30,Midwest,Consumer,Search,33,52000
C02832,2023-04-18,West,Corporate,Search,45,123900
C02833,2024-02-07,Midwest,Corporate,Social,36,136400
C02834,2024-03-25,West,Consumer,Email,38,26200
C02835,2025-06-27,West,Consumer,Referral,45,67400
C02836,2025-02-08,Northeast,Consumer,Social,48,77100
C02837,2024-01-08,South,Consumer,Email,43,73500
C02838,2025-05-23,Northeast,Consumer,Search,52,37400
C02839,2025-07-28,South,Small Business,Search,18,105400
C02840,2023-07-13,West,Small Business,Search,25,125100
C02841,2024-09-18,Northeast,Small Business,Referral,51,76700
C02842,2024-03-07,South,Corporate,Social,59,68400
C02843,2024-04-10,Midwest,Consumer,Email,51,46000
C02844,2024-11-24,West,Consumer,Search,35,58200
C02845,2023-03-02,Northeast,Consumer,Referral,41,31400
C02846,2025-04-14,South,Consumer,Email,31,38600
C02847,2023-08-05,West,Consumer,Email,37,98800
C02848,2023-07-12,West,Consumer,Search,40,91300
C02849,2025-09-19,Northeast,Small Business,Search,77,108100
C02850,2025-06-01,Northeast,Small Business,Social,45,46300
C02851,2024-04-09,Northeast,Consumer,Search,24,70500
C02852,2024-07-22,South,Consumer,Email,32,43600
C02853,2023-08-03,West,Consumer,Social,45,67200
C02854,2025-01-05,Northeast,Small Business,Social,24,63700
C02855,2024-12-25,South,Consumer,Email,41,47000
C02856,2023-01-26,West,Consumer,Referral,31,85100
C02857,2025-02-20,West,Consumer,Social,18,53000
C02858,2024-08-04,South,Small Business,Search,37,38000
C02859,2025-09-24,South,Corporate,Social,22,91900
C02860,2024-06-27,West,Small Business,Social,39,91800
C02861,2024-03-29,Northeast,Consumer,Email,42,72800
C02862,2025-01-19,South,Consumer,Search,35,121300
C02863,2025-11-07,South,Consumer,Referral,45,22000
C02864,2025-04-14,Midwest,Consumer,Search,44,57300
C02865,2023-05-05,South,Corporate,Referral,52,110200
C02866,2023-03-02,South,Corporate,Search,24,173700
C02867,2024-12-04,West,Consumer,Referral,48,48100
C02868,2023-03-26,South,Small Business,Search,56,103600
C02869,2023-08-14,Midwest,Corporate,Referral,51,82500
C02870,2025-11-05,West,Consumer,Referral,54,102300
C02871,2024-02-08,South,Consumer,Search,35,39100
C02872,2023-08-04,West,Corporate,Social,31,113700
C02873,2024-08-29,Northeast,Consumer,Search,41,76300
C02874,2024-02-04,West,Consumer,Search,36,49600
C02875,2023-03-30,South,Consumer,Referral,47,39700
C02876,2025-09-19,Northeast,Consumer,Referral,40,61200
C02877,2025-02-02,South,Small Business,Social,41,99700
C02878,2023-07-20,West,Small Business,Search,18,121900
C02879,2024-04-23,West,Small Business,Email,42,28600
C02880,2024-01-17,West,Corporate,Search,38,39000
C02881,2024-11-23,South,Small Business,Email,18,105600
C02882,2025-02-14,South,Consumer,Search,55,22000
C02883,2023-06-30,South,Consumer,Search,27,60500
C02884,2023-08-30,Midwest,Consumer,Search,73,48600
C02885,2025-03-17,Northeast,Consumer,Search,29,70700
C02886,2025-04-22,South,Corporate,Referral,18,88300
C02887,2024-01-17,South,Small Business,Email,55,74400
C02888,2025-06-26,Northeast,Consumer,Search,31,63300
C02889,2024-11-03,Northeast,Consumer,Email,73,56800
C02890,2023-01-18,West,Small Business,Social,41,96000
C02891,2024-12-23,West,Small Business,Search,27,98800
C02892,2025-09-26,South,Corporate,Search,37,115600
C02893,2025-02-24,West,Small Business,Search,44,22000
C02894,2023-10-12,Northeast,Consumer,Search,42,29500
C02895,2024-11-07,Midwest,Consumer,Social,33,65900
C02896,2023-07-21,West,Corporate,Search,49,88700
C02897,2023-11-06,Midwest,Consumer,Search,48,108700
C02898,2023-02-27,South,Consumer,Search,29,93100
C02899,2023-01-19,South,Corporate,Search,36,95700
C02900,2025-05-22,South,Consumer,Email,41,50400
C02901,2025-02-09,Midwest,Consumer,Social,42,31000
C02902,2025-09-27,Midwest,Consumer,Email,33,28300
C02903,2024-09-20,Northeast,Consumer,Search,34,
C02904,2024-03-24,South,Corporate,Search,30,53500
C02905,2025-02-05,South,Consumer,Search,47,129100
C02906,2025-03-05,Northeast,Small Business,Search,35,100500
C02907,2024-08-27,Midwest,Consumer,Search,45,28100
C02908,2024-03-08,South,Consumer,Referral,36,66700
C02909,2024-08-17,South,Corporate,Referral,35,102500
C02910,2025-07-03,West,Small Business,Social,59,95900
C02911,2023-08-22,West,Corporate,Social,45,108300
C02912,2023-10-21,West,Consumer,Search,23,44700
C02913,2023-10-22,South,Small Business,Search,45,73800
C02914,2023-01-02,West,Consumer,Social,35,72500
C02915,2025-04-05,Northeast,Consumer,Search,28,78800
C02916,2024-06-01,South,Consumer,Referral,38,40700
C02917,2023-01-31,Midwest,Small Business,Referral,39,72600
C02918,2023-10-30,Northeast,Consumer,Email,33,79900
C02919,2025-01-19,Northeast,Consumer,Referral,18,102000
C02920,2024-03-14,South,Consumer,Referral,33,51800
C02921,2024-04-24,Northeast,Small Business,Referral,35,51900
C02922,2024-01-30,South,Consumer,Search,45,80900
C02923,2024-09-27,South,Consumer,Search,40,57000
C02924,2025-07-05,Midwest,Corporate,Referral,55,49400
C02925,2023-03-30,West,Consumer,Search,18,28200
C02926,2023-04-08,South,Consumer,Referral,42,62300
C02927,2024-07-15,West,Consumer,Social,29,88800
C02928,2023-05-14,Midwest,Corporate,Referral,63,122100
C02929,2025-10-15,West,Consumer,Social,41,70600
C02930,2025-01-18,South,Corporate,Search,37,83300
C02931,2024-10-21,West,Small Business,Email,23,73000
C02932,2024-03-03,West,Consumer,Email,25,43900
C02933,2023-07-07,South,Corporate,Search,40,75600
C02934,2025-11-10,West,Corporate,Search,38,92400
C02935,2023-02-13,Northeast,Consumer,Social,25,22000
C02936,2023-10-09,South,Consumer,Referral,35,38300
C02937,2025-04-27,South,Small Business,Social,36,91900
C02938,2024-04-13,South,Consumer,Search,40,61100
C02939,2025-02-11,Midwest,Small Business,Email,18,37400
C02940,2024-01-30,West,Consumer,Social,57,47400
C02941,2024-09-16,West,Small Business,Search,40,91900
C02942,2024-07-15,Northeast,Corporate,Search,54,152100
C02943,2024-12-04,Midwest,Consumer,Search,44,55400
C02944,2024-08-04,West,Consumer,Social,36,51900
C02945,2024-01-28,South,Consumer,Referral,39,23400
C02946,2025-03-24,West,Consumer,Email,52,36300
C02947,2023-12-09,West,Consumer,Search,63,102800
C02948,2023-06-22,West,Corporate,Search,41,136100
C02949,2025-07-16,South,Consumer,Email,52,22000
C02950,2025-08-13,West,Corporate,Search,43,89900
C02951,2024-12-26,South,Consumer,Search,57,60100
C02952,2023-05-25,South,Consumer,Email,24,55700
C02953,2025-01-09,South,Corporate,Search,42,98900
C02954,2024-11-06,Midwest,Corporate,Email,43,123800
C02955,2023-04-06,Northeast,Consumer,Search,47,22000
C02956,2023-09-30,West,Consumer,Search,43,67500
C02957,2023-12-28,West,Consumer,Referral,51,51400
C02958,2024-09-27,South,Consumer,Referral,37,49200
C02959,2024-07-02,West,Consumer,Social,43,45200
C02960,2024-06-20,West,Consumer,Search,35,60100
C02961,2025-01-27,West,Corporate,Social,41,97500
C02962,2024-07-13,South,Consumer,Search,40,86400
C02963,2024-01-17,South,Small Business,Search,53,105900
C02964,2024-08-09,South,Consumer,Social,30,107700
C02965,2024-08-29,Northeast,Small Business,Search,22,90900
C02966,2025-06-02,Midwest,Consumer,Email,34,60300
C02967,2024-09-30,South,Corporate,Social,66,111400
C02968,2025-01-26,Northeast,Consumer,Search,31,55600
C02969,2024-08-25,Northeast,Consumer,Social,33,79000
C02970,2023-03-08,South,Consumer,Social,31,75300
C02971,2023-01-25,West,Consumer,Email,21,24700
C02972,2025-10-27,Midwest,Corporate,Referral,61,148500
C02973,2023-04-11,Midwest,Small Business,Search,43,117900
C02974,2025-05-27,Northeast,Corporate,Social,36,88200
C02975,2025-06-16,West,Consumer,Search,33,
C02976,2025-07-22,Northeast,Consumer,Referral,50,104600
C02977,2023-01-26,Northeast,Consumer,Referral,39,33200
C02978,2024-03-06,West,Consumer,Social,42,65200
C02979,2025-10-21,West,Consumer,Search,44,91500
C02980,2024-03-04,West,Small Business,Referral,57,32300
C02981,2025-11-10,South,Consumer,Email,19,64900
C02982,2025-07-04,South,Corporate,Search,24,102200
C02983,2024-10-29,Northeast,Corporate,Email,53,126300
C02984,2023-03-03,Northeast,Corporate,Search,36,114700
C02985,2025-08-08,South,Consumer,Search,56,75500
C02986,2024-07-12,South,Corporate,Referral,39,124600
C02987,2023-07-03,Northeast,Consumer,Email,54,72700
C02988,2025-08-25,West,Consumer,Referral,31,104500
C02989,2024-12-28,South,Corporate,Email,47,130100
C02990,2023-07-18,Midwest,Corporate,Search,36,60800
C02991,2024-01-11,West,Consumer,Social,38,43800
C02992,2023-12-18,West,Corporate,Email,30,90100
C02993,2024-11-01,Northeast,Consumer,Email,57,27500
C02994,2023-08-14,South,Consumer,Search,44,96800
C02995,2023-08-25,West,Consumer,Email,36,49600
C02996,2024-01-16,Midwest,Corporate,Search,54,63700
C02997,2025-02-03,West,Consumer,Email,53,73700
C02998,2024-12-09,Midwest,Consumer,Social,31,55700
C02999,2024-09-03,West,Consumer,Social,59,63700
C03000,2024-01-09,Midwest,Corporate,Email,58,83600
C03001,2025-05-04,West,Consumer,Social,38,113800
C03002,2025-08-25,Midwest,Small Business,Social,65,47100
C03003,2024-07-19,Northeast,Consumer,Search,35,33800
C03004,2023-07-30,South,Corporate,Social,50,96000
C03005,2024-10-12,South,Corporate,Referral,57,118300
C03006,2024-02-02,South,Consumer,Referral,39,29700
C03007,2025-01-25,South,Consumer,Search,44,57600
C03008,2023-03-07,Midwest,Consumer,Search,39,66300
C03009,2025-05-20,West,Consumer,Search,59,22000
C03010,2024-04-26,Midwest,Small Business,Search,51,88900
C03011,2023-02-28,Midwest,Consumer,Search,34,83300
C03012,2025-01-22,South,Corporate,Email,58,85800
C03013,2025-04-12,South,Consumer,Search,18,62700
C03014,2025-05-20,Northeast,Consumer,Email,68,84300
C03015,2023-10-20,West,Small Business,Social,32,79900
C03016,2025-04-09,West,Consumer,Referral,36,97400
C03017,2024-09-23,Midwest,Small Business,Social,45,61200
C03018,2024-04-26,West,Small Business,Search,46,102500
C03019,2024-07-05,West,Corporate,Social,44,86300
C03020,2024-06-01,West,Consumer,Email,35,40000
C03021,2024-08-15,Northeast,Consumer,Referral,47,87600
C03022,2023-07-03,Midwest,Consumer,Email,38,75800
C03023,2024-12-16,Northeast,Small Business,Referral,62,77200
C03024,2024-11-30,South,Consumer,Social,59,101700
C03025,2023-12-12,Northeast,Consumer,Referral,24,58700
C03026,2024-11-28,West,Corporate,Search,47,99500
C03027,2024-01-10,West,Consumer,Email,64,90200
C03028,2023-08-24,Northeast,Consumer,Search,30,49700
C03029,2023-07-20,Northeast,Consumer,Email,54,79200
C03030,2023-05-14,South,Small Business,Social,29,122800
C03031,2024-11-04,Northeast,Corporate,Referral,47,128100
C03032,2023-12-08,West,Consumer,Referral,32,
C03033,2023-12-07,West,Consumer,Search,43,122900
C03034,2023-02-11,Midwest,Consumer,Referral,19,41600
C03035,2023-01-23,Midwest,Small Business,Search,49,84900
C03036,2025-05-26,South,Consumer,Referral,42,92000
C03037,2025-10-27,West,Consumer,Search,43,86600
C03038,2025-01-28,South,Corporate,Referral,52,78700
C03039,2023-04-18,South,Small Business,Social,23,116600
C03040,2025-09-05,Northeast,Corporate,Search,49,72500
C03041,2025-08-07,Northeast,Consumer,Search,18,61900
C03042,2024-12-14,Northeast,Consumer,Search,49,33000
C03043,2023-01-31,Northeast,Consumer,Social,35,47200
C03044,2025-08-13,West,Small Business,Social,47,22000
C03045,2024-05-09,South,Consumer,Search,18,60000
C03046,2025-07-26,Northeast,Corporate,Search,44,69300
C03047,2025-02-15,Northeast,Small Business,Referral,34,110900
C03048,2024-07-02,West,Small Business,Referral,38,98300
C03049,2024-01-01,West,Consumer,Search,52,
C03050,2024-07-23,Northeast,Corporate,Social,38,105900
C03051,2024-04-22,Northeast,Consumer,Search,41,50800
C03052,2024-04-07,Northeast,Small Business,Search,43,46100
C03053,2024-11-19,Northeast,Corporate,Search,23,117000
C03054,2025-06-11,Northeast,Small Business,Search,25,46600
C03055,2023-01-26,Midwest,Small Business,Referral,50,36000
C03056,2024-11-14,Northeast,Consumer,Referral,57,73500
C03057,2025-08-18,South,Consumer,Search,50,22000
C03058,2025-11-05,South,Consumer,Search,24,56300
C03059,2023-02-13,West,Consumer,Social,45,51900
C03060,2025-07-12,South,Consumer,Referral,38,70200
C03061,2023-11-05,South,Consumer,Search,53,22000
C03062,2023-10-28,Northeast,Consumer,Search,65,
C03063,2025-06-13,South,Corporate,Search,65,77600
C03064,2024-01-09,West,Consumer,Email,53,
C03065,2025-08-22,West,Small Business,Email,57,68600
C03066,2023-05-26,Midwest,Consumer,Email,27,44600
C03067,2025-06-15,South,Consumer,Search,19,83900
C03068,2024-06-21,South,Consumer,Referral,24,89600
C03069,2023-10-04,Midwest,Consumer,Referral,33,62100
C03070,2024-02-05,West,Corporate,Search,40,111500
C03071,2025-02-05,South,Consumer,Referral,33,61200
C03072,2024-03-30,Northeast,Consumer,Search,25,91200
C03073,2025-07-11,South,Consumer,Referral,47,106300
C03074,2023-02-02,West,Corporate,Social,41,102500
C03075,2024-06-08,West,Corporate,Social,46,123100
C03076,2023-05-23,South,Corporate,Search,51,97300
C03077,2025-11-05,West,Consumer,Search,26,123700
C03078,2024-10-18,Northeast,Corporate,Social,38,79100
C03079,2024-07-11,West,Consumer,Search,51,63400
C03080,2023-01-24,Midwest,Corporate,Search,49,91800
C03081,2025-01-23,West,Corporate,Search,26,92500
C03082,2024-09-29,Midwest,Consumer,Referral,42,48600
C03083,2025-08-16,South,Consumer,Email,53,37200
C03084,2023-02-28,South,Small Business,Social,18,86000
C03085,2025-09-06,West,Consumer,Search,42,75100
C03086,2024-04-20,Midwest,Consumer,Search,39,103900
C03087,2025-04-29,South,Consumer,Search,26,35000
C03088,2024-06-23,West,Consumer,Social,38,86700
C03089,2023-02-04,Midwest,Consumer,Email,34,64200
C03090,2024-06-10,Northeast,Consumer,Search,31,70500
C03091,2025-01-07,West,Consumer,Search,30,
C03092,2024-02-13,West,Consumer,Email,25,74200
C03093,2023-05-16,Midwest,Corporate,Email,44,62200
C03094,2024-12-26,West,Consumer,Social,25,83100
C03095,2024-12-04,South,Corporate,Email,32,116400
C03096,2025-03-03,Northeast,Consumer,Email,49,89900
C03097,2024-03-24,Midwest,Corporate,Referral,31,65500
C03098,2024-11-06,West,Consumer,Email,54,95700
C03099,2023-02-28,Northeast,Consumer,Search,50,22000
C03100,2024-12-24,Midwest,Consumer,Email,40,74700
C03101,2025-05-01,West,Consumer,Email,45,70700
C03102,2025-05-10,South,Corporate,Social,18,130200
C03103,2023-08-18,West,Corporate,Email,57,73000
C03104,2024-08-28,Northeast,Small Business,Search,31,59200
C03105,2025-07-31,West,Small Business,Email,54,73800
C03106,2024-12-10,Midwest,Consumer,Social,41,76400
C03107,2023-08-10,Northeast,Consumer,Social,32,50600
C03108,2025-07-03,South,Consumer,Referral,26,33200
C03109,2023-03-21,South,Small Business,Search,31,68000
C03110,2023-02-15,West,Small Business,Referral,39,146300
C03111,2024-08-07,West,Consumer,Search,49,39100
C03112,2024-10-28,West,Consumer,Search,42,66100
C03113,2023-11-06,West,Corporate,Email,41,147900
C03114,2023-07-06,West,Consumer,Search,30,40600
C03115,2024-06-01,South,Small Business,Search,21,22000
C03116,2024-04-26,South,Consumer,Social,45,64200
C03117,2024-10-16,South,Consumer,Social,41,76200
C03118,2023-07-03,Northeast,Consumer,Social,55,54900
C03119,2023-12-31,West,Consumer,Email,42,59400
C03120,2024-08-07,Midwest,Consumer,Social,41,69600
C03121,2025-05-29,Midwest,Corporate,Referral,49,58700
C03122,2025-01-19,Midwest,Corporate,Search,39,100700
C03123,2025-08-08,Northeast,Corporate,Search,34,
C03124,2023-06-01,South,Consumer,Search,41,69400
C03125,2024-08-06,South,Consumer,Social,46,41700
C03126,2023-12-17,Northeast,Consumer,Referral,53,80600
C03127,2025-09-17,West,Corporate,Search,56,54300
C03128,2024-03-02,South,Corporate,Social,37,69300
C03129,2024-12-29,Midwest,Corporate,Search,44,134700
C03130,2024-12-16,South,Consumer,Search,27,58700
C03131,2023-11-02,South,Consumer,Search,40,56000
C03132,2024-11-13,Midwest,Consumer,Social,46,33000
C03133,2023-09-07,Midwest,Corporate,Email,36,109500
C03134,2024-04-23,Northeast,Consumer,Social,47,74700
C03135,2023-03-22,Northeast,Consumer,Email,56,56300
C03136,2024-04-25,West,Corporate,Search,23,141300
C03137,2024-10-16,Northeast,Consumer,Referral,35,93300
C03138,2025-10-25,South,Corporate,Social,18,81900
C03139,2023-02-22,South,Consumer,Email,28,44300
C03140,2025-08-22,Northeast,Corporate,Search,31,133000
C03141,2023-08-19,West,Consumer,Search,40,44200
C03142,2024-10-09,West,Consumer,Social,33,87700
C03143,2023-04-23,South,Consumer,Email,31,57600
C03144,2023-10-26,West,Consumer,Referral,18,
C03145,2024-12-19,Northeast,Corporate,Email,38,69200
C03146,2024-05-23,West,Consumer,Search,51,50900
C03147,2024-03-24,Northeast,Small Business,Search,32,68500
C03148,2024-09-21,South,Corporate,Search,35,94000
C03149,2023-08-24,South,Consumer,Email,59,74800
C03150,2023-06-19,Northeast,Consumer,Search,38,97400
C03151,2025-06-04,Northeast,Consumer,Email,40,57300
C03152,2023-06-18,Northeast,Consumer,Search,23,87800
C03153,2025-11-13,South,Corporate,Social,43,113500
C03154,2023-12-29,South,Corporate,Search,43,123000
C03155,2024-01-08,West,Small Business,Email,44,66000
C03156,2025-06-23,West,Corporate,Referral,42,138500
C03157,2023-07-28,West,Consumer,Search,46,79400
C03158,2024-11-25,West,Consumer,Social,42,42800
C03159,2025-08-15,West,Corporate,Referral,50,118900
C03160,2025-03-21,South,Corporate,Email,38,104700
