order_id,customer_id,order_date,status,discount_pct,shipping_cost
O011733,C01645,2025-08-21,Completed,0.15,16.62
O011734,C00702,2024-06-10,Completed,0,12.89
O011735,C01762,2024-06-21,Cancelled,0.05,19.33
O011736,C03436,2025-09-06,Completed,0,9.78
O011737,C02018,2025-11-17,Completed,0.15,11.72
O011738,C00666,2024-09-04,Completed,0.2,10.56
O011739,C02280,2024-12-15,Completed,0.2,13
O011740,C03327,2024-02-26,Completed,0,6.18
O011741,C00560,2024-11-13,Completed,0.1,13.83
O011742,C01951,2025-10-25,Completed,0.2,17.63
O011743,C01776,2024-08-27,Returned,0.15,8.31
O011744,C01276,2024-01-16,Completed,0,6.41
O011745,C00241,2024-12-12,Completed,0.1,12.21
O011746,C04023,2025-01-14,Completed,0,15.03
O011747,C02445,2024-11-28,Completed,0,0.43
O011748,C03628,2025-09-07,Completed,0.2,16.73
O011749,C04454,2024-12-15,Cancelled,0.1,11.45
O011750,C02421,2025-06-12,Completed,0,14.11
O011751,C01713,2024-07-11,Completed,0,15.22
O011752,C00933,2024-09-25,Completed,0.1,12.7
O011753,C03605,2024-01-31,Completed,0.15,16.48
O011754,C01420,2025-03-31,Completed,0.05,15.67
O011755,C03608,2025-09-13,Completed,0.2,13.78
O011756,C03040,2025-05-12,Completed,0.3,11.35
O011757,C04080,2025-04-02,Returned,0.1,9.93
O011758,C02251,2025-02-03,Completed,0.15,3.16
O011759,C03993,2025-01-15,Completed,0.15,5.64
O011760,C02308,2024-07-09,Completed,0.1,9.64
O011761,C03926,2025-03-13,Returned,0.3,5.73
O011762,C00869,2024-02-27,Completed,0.2,9.08
O011763,C03744,2025-03-25,Completed,0.2,4.67
O011764,C00850,2025-11-14,Cancelled,0.1,11.6
O011765,C03947,2025-06-11,Completed,0.2,7.78
O011766,C03743,2025-06-06,Completed,0.2,4.27
O011767,C00800,2024-05-05,Returned,0.15,16.07
O011768,C02501,2025-02-16,Completed,0.3,4.68
O011769,C04426,2024-10-18,Completed,0,15.05
O011770,C00146,2025-06-08,Completed,0.3,6.22
O011771,C04291,2025-09-19,Completed,0.3,9.97
O011772,C04284,2025-11-13,Completed,0.15,7.05
O011773,C01174,2025-04-12,Completed,0,17.54
O011774,C00334,2024-12-08,Completed,0.1,3.97
O011775,C02014,2024-03-16,Completed,0.05,11.92
O011776,C00631,2024-11-21,Completed,0.1,19.56
O011777,C02843,2025-06-05,Cancelled,0.2,14.4
O011778,C03916,2025-11-15,Completed,0.3,8.26
O011779,C01304,2024-04-05,Completed,0.2,12.45
O011780,C04523,2024-08-30,Completed,0.1,8.1
O011781,C00827,2025-01-27,Completed,0.15,11.8
O011782,C03620,2024-10-26,Completed,0.1,12.4
O011783,C03316,2024-12-25,Completed,0.05,14.55
O011784,C01229,2024-04-26,Completed,0.1,16.75
O011785,C02780,2025-03-25,Completed,0,10.43
O011786,C02989,2024-12-03,Completed,0.15,9.28
O011787,C01770,2025-01-14,Completed,0.15,9.73
O011788,C01812,2024-04-22,Completed,0.1,6.92
O011789,C00102,2025-07-25,Completed,0,20.01
O011790,C04324,2024-06-18,Completed,0.2,10.54
O011791,C01948,2024-05-21,Completed,0.05,9.96
O011792,C03065,2025-11-02,Completed,0.2,6.45
O011793,C02806,2025-02-25,Completed,0.2,8.96
O011794,C03503,2025-08-06,Completed,0.15,12.79
O011795,C01751,2024-09-27,Completed,0.15,10.01
O011796,C04260,2025-02-09,Completed,0.15,9.07
O011797,C03724,2025-05-14,Completed,0.15,11.43
O011798,C04474,2025-01-18,Completed,0.2,15.3
O011799,C04310,2025-07-14,Completed,0.15,8.38
O011800,C03159,2025-12-23,Cancelled,0.2,7.88
O011801,C01777,2024-07-05,Cancelled,0.2,9.33
O011802,C01057,2024-10-04,Completed,0,5.77
O011803,C01803,2025-02-20,Completed,0,7.26
O011804,C01330,2024-08-03,Completed,0.3,4.8
O011805,C03156,2024-07-14,Cancelled,0,8.13
O011806,C04522,2024-09-02,Completed,0.15,12.86
O011807,C01253,2024-09-11,Cancelled,0.3,19.53
O011808,C00495,2024-06-23,Completed,0.2,14.91
O011809,C03773,2024-03-26,Completed,0.15,7.22
O011810,C04072,2025-09-13,Completed,0.1,3.4
O011811,C03344,2025-06-06,Completed,0.05,11.67
O011812,C04626,2025-05-21,Completed,0.15,5.11
O011813,C00681,2024-12-26,Completed,0.2,5.45
O011814,C01398,2025-05-30,Completed,0,4.9
O011815,C04299,2024-04-23,Completed,0.3,4.52
O011816,C01501,2025-02-28,Completed,0.2,9.42
O011817,C01859,2025-03-26,Completed,0.2,16.89
O011818,C04557,2024-03-05,Completed,0,15.91
O011819,C01569,2024-06-29,Completed,0,5.05
O011820,C03830,2025-07-04,Completed,0.05,16.93
O011821,C02334,2024-05-27,Returned,0,9.78
O011822,C03627,2024-12-20,Completed,0,9.93
O011823,C02387,2024-02-10,Completed,0.3,12.3
O011824,C02759,2025-01-27,Returned,0.2,6.91
O011825,C02194,2024-02-17,Completed,0.1,16.49
O011826,C03952,2025-07-09,Completed,0.1,11.6
O011827,C04101,2025-01-28,Completed,0,14.81
O011828,C04488,2025-08-22,Completed,0.15,16
O011829,C03794,2024-08-28,Cancelled,0.15,12.42
O011830,C00953,2024-08-02,Completed,0,14.08
O011831,C03119,2024-04-27,Completed,0.15,13.4
O011832,C03925,2024-05-19,Completed,0.2,8.15
O011833,C04191,2024-09-11,Cancelled,0.15,10.97
O011834,C01114,2024-12-30,Completed,0.05,4.49
O011835,C04469,2024-02-08,Completed,0.2,8.5
O011836,C02210,2024-03-03,Completed,0.15,20.12
O011837,C02426,2025-10-24,Completed,0,11.83
O011838,C02658,2024-03-10,Completed,0.2,10.9
O011839,C04314,2024-08-24,Completed,0.15,8.42
O011840,C00744,2025-05-29,Completed,0.1,11.37
O011841,C01905,2024-09-07,Cancelled,0,11.56
O011842,C03061,2024-07-27,Completed,0.05,6.93
O011843,C02024,2025-05-05,Completed,0.2,11.81
O011844,C02684,2025-05-10,Cancelled,0.05,14.25
O011845,C02347,2024-11-05,Completed,0,8.18
O011846,C01055,2024-09-18,Completed,0.1,2.44
O011847,C02533,2025-05-17,Completed,0,18.08
O011848,C00876,2024-08-04,Completed,0.3,10.49
O011849,C03918,2024-08-04,Completed,0.3,16.1
O011850,C04214,2024-04-17,Returned,0.2,11.67
O011851,C04580,2024-10-22,Completed,0,10.89
O011852,C03724,2025-05-13,Completed,0.2,11.44
O011853,C01720,2024-02-23,Returned,0.2,9.15
O011854,C02443,2025-11-09,Completed,0.2,8.57
O011855,C01037,2024-01-09,Completed,0.2,18.08
O011856,C02234,2024-09-04,Completed,0,6.48
O011857,C04316,2025-10-15,Completed,0.15,12.29
O011858,C00616,2024-01-20,Completed,0.2,14.96
O011859,C01878,2024-07-01,Cancelled,0.05,12.24
O011860,C03355,2025-08-18,Completed,0.15,13.2
O011861,C04610,2024-10-06,Completed,0.15,8.94
O011862,C01717,2024-12-12,Completed,0.1,8.89
O011863,C03177,2025-10-07,Completed,0.3,16.65
O011864,C03385,2024-06-22,Completed,0.2,16.36
O011865,C03868,2024-06-19,Completed,0.05,8.12
O011866,C01226,2024-12-23,Completed,0.15,13.66
O011867,C02096,2024-11-17,Completed,0,6.66
O011868,C02336,2025-10-29,Returned,0.3,4.27
O011869,C04196,2025-05-26,Completed,0.15,12.54
O011870,C01278,2024-09-25,Completed,0.15,18.6
O011871,C03023,2025-09-07,Completed,0.15,14.89
O011872,C04085,2024-01-17,Completed,0.15,10.51
O011873,C02804,2025-02-22,Completed,0.15,14.33
O011874,C04084,2024-09-23,Completed,0.15,6.94
O011875,C00670,2025-09-19,Completed,0,13.95
O011876,C04442,2024-04-01,Completed,0,11.59
O011877,C03918,2025-12-10,Cancelled,0.2,16.14
O011878,C02909,2025-02-17,Cancelled,0.15,7.25
O011879,C01970,2024-06-30,Completed,0.2,15.02
O011880,C00752,2024-09-21,Completed,0.15,11.92
O011881,C02351,2025-09-29,Completed,0.1,16.06
O011882,C03027,2025-06-08,Completed,0.2,13.13
O011883,C02535,2025-05-05,Completed,0.2,17.34
O011884,C02985,2024-04-20,Returned,0.1,6.51
O011885,C03239,2024-09-26,Completed,0.15,9.14
O011886,C03680,2025-05-03,Completed,0.1,6.37
O011887,C04515,2025-11-09,Completed,0.1,12.4
O011888,C03926,2024-11-11,Completed,0.15,7.06
O011889,C01371,2024-11-03,Completed,0,12.15
O011890,C02839,2024-09-20,Completed,0.1,13.96
O011891,C00528,2024-05-11,Completed,0.3,13.44
O011892,C02617,2024-10-31,Completed,0.05,13.69
O011893,C02879,2025-11-10,Completed,0,10.02
O011894,C01112,2024-07-15,Completed,0.2,15.25
O011895,C01450,2024-05-13,Completed,0.3,8.4
O011896,C01033,2025-10-04,Completed,0,13.61
O011897,C02692,2024-03-24,Completed,0.1,15.24
O011898,C03111,2025-08-09,Completed,0.3,7.04
O011899,C03903,2025-04-26,Returned,0.15,11.02
O011900,C03804,2024-03-28,Completed,0.15,16.38
O011901,C03944,2024-07-12,Cancelled,0.2,14.87
O011902,C04278,2025-11-05,Completed,0.2,14.24
O011903,C04063,2025-02-11,Completed,0.1,15.8
O011904,C04017,2025-10-22,Completed,0.2,14.35
O011905,C01714,2025-01-12,Completed,0.15,13.63
O011906,C02527,2024-01-26,Cancelled,0.05,7.29
O011907,C01170,2024-05-30,Completed,0.2,4.3
O011908,C00396,2025-04-27,Completed,0.3,19.5
O011909,C02426,2024-02-28,Cancelled,0.05,9.98
O011910,C02587,2024-09-12,Completed,0.05,12.48
O011911,C01131,2025-05-02,Completed,0.15,9.34
O011912,C00280,2025-07-12,Completed,0.15,9.95
O011913,C01959,2025-04-20,Completed,0.15,4.41
O011914,C01383,2025-04-04,Completed,0.05,14.16
O011915,C03344,2025-07-25,Completed,0,16.48
O011916,C02585,2024-07-31,Cancelled,0.2,14.01
O011917,C04523,2024-02-10,Cancelled,0.15,9.24
O011918,C04170,2025-08-07,Completed,0.1,18.36
O011919,C01193,2024-11-24,Returned,0.15,11.11
O011920,C00189,2025-09-11,Completed,0.1,5.01
O011921,C01028,2024-08-19,Completed,0.05,13.73
O011922,C04611,2025-05-28,Completed,0,15.4
O011923,C02761,2025-02-08,Completed,0.15,11.95
O011924,C04414,2025-02-07,Cancelled,0.3,14.9
O011925,C01862,2025-10-02,Completed,0.2,4.93
O011926,C02618,2024-09-29,Returned,0.05,12.61
O011927,C04264,2025-10-30,Completed,0.15,15.42
O011928,C03262,2025-06-27,Completed,0.15,9.78
O011929,C03582,2024-11-15,Completed,0.2,10.44
O011930,C02025,2025-10-23,Completed,0.15,14.26
O011931,C02954,2024-02-25,Completed,0.2,10.08
O011932,C03188,2024-03-08,Completed,0,13.14
O011933,C04101,2024-01-19,Completed,0,11.58
O011934,C04532,2025-06-29,Completed,0.1,6.85
O011935,C04141,2024-03-19,Completed,0.05,12.71
O011936,C03558,2024-10-06,Completed,0,12.63
O011937,C02544,2024-01-24,Completed,0.2,10.48
O011938,C00802,2025-10-17,Completed,0.15,4.23
O011939,C00681,2024-05-07,Completed,0.15,11.96
O011940,C04360,2025-10-30,Completed,0.1,6.86
O011941,C04322,2024-12-19,Completed,0.05,8.24
O011942,C02635,2025-01-05,Completed,0,11.78
O011943,C01427,2025-12-23,Completed,0.3,16.82
O011944,C03450,2025-01-26,Completed,0,10.37
O011945,C02879,2025-03-30,Completed,0.2,10.7
O011946,C00756,2024-06-01,Completed,0.1,12.28
O011947,C00553,2025-08-04,Completed,0,10.02
O011948,C00928,2025-04-08,Completed,0.3,16.88
O011949,C04301,2025-06-07,Completed,0.05,7.58
O011950,C02719,2025-01-16,Completed,0.2,14.27
O011951,C01744,2024-12-21,Completed,0.15,12.81
O011952,C00969,2024-01-03,Completed,0.3,8.65
O011953,C02104,2025-05-06,Completed,0.15,13.68
O011954,C04474,2025-07-16,Completed,0.1,8.05
O011955,C00467,2024-03-14,Completed,0.2,16.55
O011956,C00394,2025-01-14,Completed,0,21.39
O011957,C00853,2025-05-13,Completed,0,8.7
O011958,C03687,2024-11-06,Completed,0.1,18.18
O011959,C02306,2025-07-22,Completed,0.2,3.49
O011960,C01138,2024-07-28,Cancelled,0.3,15.2
O011961,C02605,2025-05-19,Cancelled,0,10.37
O011962,C03838,2024-01-28,Completed,0.05,16.99
O011963,C01375,2025-03-05,Cancelled,0.15,10.26
O011964,C00703,2024-06-18,Completed,0.05,6.94
O011965,C00615,2025-05-01,Completed,0.05,8.92
O011966,C03818,2025-09-12,Completed,0,4.17
O011967,C02040,2025-09-14,Returned,0.1,10.5
O011968,C04604,2025-09-21,Completed,0.2,12.82
O011969,C01670,2024-09-12,Completed,0,15.56
O011970,C00774,2024-08-20,Completed,0.2,8.15
O011971,C02749,2024-11-17,Cancelled,0.3,18.7
O011972,C03763,2025-08-24,Completed,0.2,7.77
O011973,C04065,2024-02-12,Completed,0.2,15.1
O011974,C04434,2024-11-08,Completed,0.1,6.63
O011975,C03242,2025-02-03,Completed,0,11.79
O011976,C01624,2025-02-20,Completed,0.3,10.22
O011977,C02641,2024-10-14,Completed,0.1,6.15
O011978,C03881,2025-10-23,Completed,0,8.39
O011979,C01001,2024-06-28,Returned,0.05,15.64
O011980,C02758,2024-03-02,Completed,0,18.13
O011981,C03381,2024-02-21,Completed,0,10.17
O011982,C02411,2025-02-25,Completed,0.1,16.25
O011983,C03428,2025-12-25,Completed,0.3,9.64
O011984,C01474,2024-02-02,Completed,0.1,3.55
O011985,C02584,2024-03-01,Cancelled,0.1,11.12
O011986,C02085,2025-07-15,Completed,0.1,12.18
O011987,C04357,2024-12-05,Completed,0.15,14.59
O011988,C01209,2025-01-31,Completed,0.1,9.8
O011989,C03038,2024-07-26,Completed,0.3,14.05
O011990,C04084,2025-04-11,Completed,0.05,9.97
O011991,C00975,2025-05-24,Completed,0.05,12.1
O011992,C03716,2024-10-25,Completed,0.05,7.12
O011993,C00428,2025-08-23,Completed,0,14.58
O011994,C02135,2024-03-19,Completed,0.1,19.62
O011995,C01410,2025-11-15,Completed,0.2,10.03
O011996,C00691,2024-04-04,Completed,0.05,11.26
O011997,C01619,2024-03-29,Completed,0.15,10.58
O011998,C01739,2024-11-23,Completed,0.1,10.57
O011999,C03952,2024-03-10,Completed,0.1,18.74
O012000,C01988,2024-09-24,Completed,0.15,9.67
O012001,C02712,2024-07-10,Completed,0.2,23.04
O012002,C02010,2024-07-16,Completed,0.1,13.73
O012003,C00293,2025-08-15,Completed,0,8.23
O012004,C04553,2025-06-24,Completed,0.1,11.26
O012005,C04336,2025-02-03,Completed,0.2,10.33
O012006,C00083,2025-02-19,Completed,0,9.78
O012007,C02674,2025-05-18,Completed,0.15,17.91
O012008,C02834,2024-05-23,Completed,0.2,14.59
O012009,C02856,2025-07-07,Cancelled,0,12.68
O012010,C02106,2025-07-14,Completed,0.2,10.38
O012011,C00020,2025-03-20,Cancelled,0.2,8.22
O012012,C01237,2024-08-28,Completed,0.1,8.44
O012013,C04561,2025-07-27,Completed,0.05,10.31
O012014,C03864,2025-05-05,Cancelled,0.2,10.29
O012015,C02164,2025-03-15,Completed,0.2,10.93
O012016,C01854,2024-05-27,Completed,0.2,11.15
O012017,C03101,2025-09-25,Completed,0.2,15.57
O012018,C02719,2025-03-10,Completed,0.15,9.86
O012019,C02975,2024-02-06,Completed,0.2,1.34
O012020,C02380,2025-08-06,Completed,0,11.86
O012021,C00710,2024-06-22,Returned,0.2,9.77
O012022,C03664,2024-09-20,Completed,0.1,12.42
O012023,C02997,2024-01-27,Completed,0.2,4.47
O012024,C03377,2024-07-27,Completed,0.3,5.48
O012025,C02618,2025-10-26,Completed,0.05,9.76
O012026,C03245,2025-04-08,Completed,0.15,7.19
O012027,C01413,2024-08-26,Completed,0.05,11.89
O012028,C00963,2024-03-01,Completed,0.1,8.67
O012029,C01107,2025-10-03,Completed,0.2,13.51
O012030,C03009,2024-10-28,Completed,0.15,16.96
O012031,C00899,2024-04-05,Completed,0.05,16.11
O012032,C02384,2024-08-25,Returned,0.2,16.45
O012033,C03152,2025-08-05,Completed,0.05,18.92
O012034,C00364,2024-09-23,Returned,0.15,7.65
O012035,C02226,2025-06-03,Completed,0,16.43
O012036,C02798,2024-03-26,Completed,0.2,8.47
O012037,C04525,2024-08-18,Returned,0,7.36
O012038,C02808,2025-08-16,Completed,0.05,6.33
O012039,C04308,2025-11-08,Completed,0.2,12.4
O012040,C04541,2025-04-22,Completed,0.2,15.39
O012041,C02172,2025-06-16,Returned,0.1,13.55
O012042,C03754,2025-05-05,Completed,0.15,7.98
O012043,C04031,2024-09-28,Cancelled,0.3,8.47
O012044,C03503,2025-07-26,Returned,0.3,11.6
O012045,C02415,2025-08-24,Returned,0,10.09
O012046,C03462,2025-03-25,Completed,0,8.97
O012047,C04339,2025-02-22,Completed,0,1.61
O012048,C00064,2024-10-09,Completed,0.15,14.62
O012049,C04618,2024-01-19,Completed,0.1,8.8
O012050,C00633,2025-08-18,Cancelled,0.2,6.99
O012051,C01789,2024-02-09,Cancelled,0.2,10.1
O012052,C02249,2025-01-28,Completed,0.1,11.67
O012053,C03317,2024-09-09,Completed,0.1,5.99
O012054,C04488,2025-09-01,Returned,0.2,17.97
O012055,C01051,2025-01-31,Completed,0.2,9.67
O012056,C01693,2025-07-08,Completed,0.2,7.69
O012057,C04516,2025-02-17,Cancelled,0,6.95
O012058,C04519,2024-10-15,Completed,0.15,15.2
O012059,C03959,2025-08-11,Completed,0.05,13.22
O012060,C04579,2024-03-21,Completed,0.1,8.79
O012061,C02837,2025-11-25,Completed,0.15,3.46
O012062,C00417,2025-03-02,Completed,0.15,12.87
O012063,C02080,2024-03-30,Completed,0.15,4.11
O012064,C02577,2024-01-13,Completed,0.2,1.39
O012065,C00850,2024-07-20,Completed,0,12.93
O012066,C00507,2024-08-31,Returned,0.1,14.78
O012067,C04617,2025-12-12,Completed,0.15,3.82
O012068,C00477,2024-06-05,Cancelled,0.2,4.72
O012069,C02985,2024-02-16,Completed,0,13.42
O012070,C01502,2024-12-10,Completed,0,10.68
O012071,C00201,2025-04-23,Completed,0,19.32
O012072,C04201,2025-06-16,Completed,0.1,6.33
O012073,C03062,2025-08-03,Completed,0.05,7.49
O012074,C04337,2024-11-20,Completed,0.1,15.68
O012075,C02271,2024-01-04,Completed,0.2,7.5
O012076,C02670,2024-12-21,Completed,0.2,13.22
O012077,C00862,2025-02-15,Completed,0.05,16.35
O012078,C02830,2024-11-03,Completed,0.2,8.6
O012079,C04441,2025-10-22,Completed,0.05,14.1
O012080,C02675,2025-09-20,Completed,0.15,13.14
O012081,C00834,2024-04-13,Completed,0.3,14.08
O012082,C01325,2024-09-14,Completed,0.2,8.4
O012083,C04643,2025-01-08,Completed,0.1,6.06
O012084,C04550,2025-09-10,Completed,0,9.52
O012085,C01557,2025-05-05,Completed,0,15.13
O012086,C01508,2025-07-28,Completed,0.3,10.16
O012087,C03143,2025-05-10,Cancelled,0.05,15.74
O012088,C02644,2025-11-21,Cancelled,0.2,15.42
O012089,C01739,2025-10-26,Completed,0.2,14.22
O012090,C02822,2024-06-05,Completed,0.1,8.54
O012091,C02080,2024-05-06,Completed,0.2,12.89
O012092,C01192,2025-05-29,Completed,0.2,12.09
O012093,C03830,2024-07-01,Completed,0.2,17.01
O012094,C04032,2025-01-25,Completed,0.15,8.14
O012095,C01800,2025-08-31,Completed,0.15,7.03
O012096,C02138,2025-04-29,Completed,0.05,15.92
O012097,C03329,2025-02-25,Completed,0,12.55
O012098,C02307,2025-08-29,Completed,0.2,6.44
O012099,C01997,2024-10-12,Completed,0.15,10.92
O012100,C04457,2025-04-15,Completed,0.15,15.58
O012101,C03837,2025-04-02,Completed,0.2,13.62
O012102,C02519,2024-03-24,Completed,0.05,15.73
O012103,C03379,2025-07-03,Completed,0,13.68
O012104,C04634,2024-08-13,Completed,0.05,7.61
O012105,C00497,2024-03-09,Completed,0.2,9.81
O012106,C02525,2025-03-22,Completed,0.1,6.72
O012107,C03248,2025-08-06,Completed,0.3,10.92
O012108,C00944,2024-11-15,Completed,0.2,6.41
O012109,C02167,2024-08-01,Completed,0,2.33
O012110,C04181,2025-10-19,Completed,0.15,12.88
O012111,C01690,2024-05-10,Completed,0.1,4.89
O012112,C02161,2025-11-12,Completed,0.1,16.24
O012113,C00697,2025-10-14,Completed,0.1,9.4
O012114,C02307,2024-03-15,Completed,0.2,7.3
O012115,C03146,2025-12-01,Completed,0.05,7.89
O012116,C01119,2025-06-07,Completed,0.15,6.44
O012117,C04040,2025-04-26,Completed,0.05,11.05
O012118,C00849,2025-10-24,Completed,0.15,7.55
O012119,C02216,2025-11-09,Completed,0.2,7.94
O012120,C01726,2024-10-22,Completed,0.15,7.3
O012121,C00151,2025-11-14,Completed,0.15,11.67
O012122,C03263,2024-01-27,Completed,0.2,19.98
O012123,C02120,2024-05-08,Completed,0.05,9.96
O012124,C04170,2024-04-05,Completed,0.15,13.88
O012125,C01620,2025-03-26,Completed,0.1,14.97
O012126,C03480,2025-10-21,Completed,0.2,10.14
O012127,C04141,2024-12-10,Completed,0.05,12.7
O012128,C01506,2024-09-26,Cancelled,0.2,14.76
O012129,C02065,2024-06-24,Completed,0.15,17.68
O012130,C02341,2025-05-10,Completed,0.2,11.25
O012131,C01661,2024-01-07,Completed,0.15,9.56
O012132,C03299,2025-08-21,Completed,0,8.44
O012133,C00125,2025-04-07,Completed,0.15,16.69
O012134,C02473,2025-03-31,Completed,0,14.01
O012135,C03901,2024-05-09,Completed,0.2,14.01
O012136,C00225,2024-12-15,Completed,0.15,7.8
O012137,C04256,2025-01-08,Completed,0.15,13.3
O012138,C02840,2025-03-18,Completed,0.2,16.28
O012139,C04250,2024-04-14,Cancelled,0.2,5.54
O012140,C01447,2025-04-29,Cancelled,0,15.58
O012141,C02858,2025-10-28,Completed,0.05,12.11
O012142,C04135,2025-04-13,Cancelled,0.2,16.08
O012143,C02468,2025-10-27,Completed,0.15,9.53
O012144,C02353,2024-08-12,Completed,0.2,20.68
O012145,C03411,2025-11-01,Completed,0.2,14.24
O012146,C02218,2024-09-19,Completed,0,14.27
O012147,C00784,2025-11-08,Completed,0.15,7.49
O012148,C00591,2025-10-22,Completed,0.1,16.41
O012149,C01741,2024-09-04,Completed,0.2,13.47
O012150,C01705,2024-10-03,Completed,0,5.72
O012151,C00111,2025-10-25,Completed,0,3.22
O012152,C01528,2025-01-21,Completed,0,15
O012153,C01682,2024-04-27,Completed,0.15,16.06
O012154,C04474,2024-01-06,Completed,0.05,8.24
O012155,C01405,2025-01-01,Completed,0,3.77
O012156,C03260,2024-03-28,Completed,0.2,8.75
O012157,C02443,2024-04-19,Completed,0.15,17.8
O012158,C03967,2024-07-13,Completed,0.2,4.04
O012159,C00130,2024-07-10,Cancelled,0.2,0.14
O012160,C02980,2025-10-10,Completed,0.15,6.94
O012161,C00186,2024-12-16,Completed,0,14.28
O012162,C00872,2024-12-17,Completed,0.15,6.66
O012163,C04629,2024-01-23,Completed,0.2,11.09
O012164,C00120,2025-10-14,Completed,0.15,12.76
O012165,C02521,2024-11-18,Completed,0.15,15.26
O012166,C03525,2025-02-17,Completed,0.15,5.51
O012167,C00865,2024-12-12,Completed,0.2,17.18
O012168,C04396,2025-10-11,Completed,0,12.07
O012169,C00667,2024-05-27,Completed,0.15,9.09
O012170,C03549,2025-08-30,Completed,0.2,6.49
O012171,C03882,2024-04-15,Completed,0.2,18.98
O012172,C00957,2025-02-02,Completed,0.1,11.9
O012173,C01627,2025-09-27,Completed,0,16.09
O012174,C02282,2025-12-27,Cancelled,0.2,14.1
O012175,C03357,2024-02-19,Completed,0.1,15.79
O012176,C03921,2024-08-23,Completed,0.2,11.7
O012177,C04489,2025-08-31,Completed,0.1,8.49
O012178,C00551,2025-12-12,Completed,0.1,8.55
O012179,C01357,2024-09-30,Completed,0.1,10.07
O012180,C04477,2024-08-08,Completed,0.3,15.8
O012181,C01791,2024-06-30,Completed,0.15,7.25
O012182,C01012,2025-12-11,Completed,0.1,10.66
O012183,C00147,2025-06-18,Completed,0.15,9.02
O012184,C02817,2024-01-01,Completed,0.2,10.38
O012185,C00417,2025-07-22,Cancelled,0.15,10.02
O012186,C04638,2024-02-17,Completed,0.1,7.97
O012187,C03597,2024-03-07,Returned,0.2,13.33
O012188,C02852,2024-12-15,Completed,0.15,10.36
O012189,C02298,2024-08-15,Returned,0,15.91
O012190,C01877,2025-06-20,Completed,0.2,10.46
O012191,C01336,2024-06-10,Completed,0,9.02
O012192,C02546,2025-04-25,Cancelled,0,8.91
O012193,C01934,2024-02-19,Completed,0,11.72
O012194,C00453,2025-04-13,Completed,0.1,11.26
O012195,C02528,2025-01-09,Completed,0.15,11.46
O012196,C03183,2024-07-12,Completed,0,8.78
O012197,C03092,2024-10-12,Completed,0.05,15.54
O012198,C01459,2025-07-15,Completed,0.2,18.34
O012199,C01411,2025-02-25,Completed,0.1,18.85
O012200,C01226,2024-02-13,Completed,0.05,13.9
O012201,C02112,2025-12-10,Completed,0.2,6.08
O012202,C02319,2025-11-27,Completed,0.15,9.04
O012203,C04617,2024-01-30,Completed,0.15,11.4
O012204,C04304,2025-04-30,Completed,0.15,14.84
O012205,C03019,2024-08-09,Completed,0.2,14.74
O012206,C02177,2024-12-16,Completed,0.15,5.27
O012207,C01328,2024-06-17,Completed,0,11.53
O012208,C03603,2024-07-03,Completed,0.15,11.67
O012209,C04342,2024-01-30,Completed,0.15,14.09
O012210,C01301,2024-04-27,Cancelled,0.2,11.18
O012211,C01411,2024-03-25,Completed,0.2,16.82
O012212,C01585,2025-02-19,Completed,0.1,9.22
O012213,C03847,2025-06-06,Completed,0.1,13.43
O012214,C03277,2024-02-16,Completed,0.1,11.44
O012215,C02918,2025-09-03,Completed,0.1,15
O012216,C04580,2025-07-02,Completed,0,12.05
O012217,C04182,2025-06-17,Completed,0,11.42
O012218,C02961,2024-03-06,Completed,0.15,8.06
O012219,C02225,2025-06-21,Completed,0,16.05
O012220,C00263,2024-08-15,Completed,0.2,0.59
O012221,C02176,2025-10-14,Completed,0.1,8.43
O012222,C02013,2024-12-03,Completed,0.3,10.94
O012223,C00595,2025-07-17,Cancelled,0.2,12.3
O012224,C00964,2025-11-26,Cancelled,0.2,14.58
O012225,C04403,2024-12-16,Completed,0.2,9.5
O012226,C03344,2025-12-22,Completed,0,6.74
O012227,C02021,2024-04-24,Completed,0.1,17.14
O012228,C03619,2025-05-29,Completed,0.2,10.85
O012229,C01529,2025-11-11,Completed,0.2,19.23
O012230,C04422,2025-01-02,Completed,0.2,14.75
O012231,C01487,2024-06-05,Completed,0,13.01
O012232,C01381,2025-09-19,Completed,0.15,9.53
O012233,C01807,2024-07-27,Completed,0,10.49
O012234,C02311,2024-02-01,Completed,0,12.27
O012235,C02806,2024-08-13,Completed,0.05,10.15
O012236,C03429,2024-09-12,Completed,0.05,15.22
O012237,C00409,2025-01-18,Completed,0,10.26
O012238,C02319,2024-01-04,Completed,0.3,9.07
O012239,C03433,2025-04-15,Completed,0.2,13.63
O012240,C04570,2025-09-17,Completed,0.1,11.54
O012241,C04518,2024-04-11,Completed,0.1,12.99
O012242,C03984,2024-05-09,Completed,0.3,17.04
O012243,C01330,2024-12-21,Completed,0.2,9.33
O012244,C03679,2025-01-30,Completed,0.15,11.13
O012245,C02273,2024-07-19,Completed,0.2,12.91
O012246,C00648,2025-12-09,Cancelled,0,14.14
O012247,C04321,2024-07-03,Returned,0.05,11.03
O012248,C02777,2024-08-02,Returned,0.2,16.44
O012249,C02411,2025-11-30,Completed,0.2,14.59
O012250,C01033,2025-04-10,Completed,0.1,13.37
O012251,C01719,2024-06-13,Completed,0.1,17.65
O012252,C00211,2024-08-12,Completed,0.2,9.99
O012253,C02955,2025-05-25,Completed,0.15,15.9
